Marker peaks Fev+ Delta;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
4-123183018-123183933;166723385123649;26030020897358;236;206;1
4-137716149-137717000;166738639907839;275941617316962;115;0.09;1
11-5140503-5141374;166739917971897;272722761415525;118;93;1
8-121901510-121902440;166775560018123;-399568978343798;78;103;1
8-78435962-78436856;166846872624489;267624328930703;128;103;1
3-137623389-137624223;166992025709836;25893612955521;203;171;1
15-77340068-77340996;167155169059501;-466643024172708;78;101;1
19-4018920-4019791;167189897958015;-350475159260315;95;122;1
12-33056966-33057876;167197378051598;-367231612906366;122;149;1
2-156878266-156879175;167307434614115;-319015322263775;128;158;1
2-58794202-58795133;167322762369365;258373282276772;186;157;1
3-27863061-27863990;167358977071267;-274975967072201;179;209;1
14-66008815-66009725;167362725115457;-302255785174586;142;171;1
1-89968016-89968973;167389085351528;-26062046990809;128;0.16;1
10-41545399-41545827;167449954131402;394751941395842;101;79;1
2-18025873-18026743;167465264350688;-278065098937164;98;126;1
17-15194740-15195639;167545948780149;-328217259859844;128;157;1
2-104491130-104492010;167693383505123;343931384666083;111;88;1
2-174932443-174933360;167753131857802;-262596837786401;115;144;1
10-40884446-40885120;167928640181809;327426421894232;159;134;1
12-104896835-104897771;167933498403494;-486758307765509;78;102;1
9-66930007-66930954;168027509583873;357868662076681;128;105;1
11-97468606-97469504;168029193770665;-3559653505269;78;102;1
11-117331951-117332852;168107930093387;-277526132283298;186;217;1
18-80734573-80735481;168111487887088;-284718858557328;132;163;1
7-139472906-139473812;168204167932168;364774931778264;105;84;1
7-39544023-39544873;16827041034793;-27902350985184;253;281;1
12-79729685-79730636;168281979006563;-360487252983883;91;118;1
1-186182385-186183291;168339585875414;-279698912807831;169;199;1
8-24496626-24497528;168465938133064;-400097354971221;101;126;1
18-66085273-66086166;16862080782206;299490994765907;101;78;1
18-20887732-20888644;16867829966042;314395786304095;108;84;1
5-143547105-143547771;16871523626389;257050797578985;128;102;1
4-117131592-117132472;168765277993335;303218765788731;152;126;1
8-120319210-120320117;168798719828099;258991162629751;176;145;1
3-102946188-102947069;168807958403636;36562252146289;108;87;1
3-122508941-122510616;168817935142736;-457459792211594;105;128;1
16-45630160-45631077;168884712675751;-351591939416459;91;118;1
12-109437529-109438396;169014491315845;-458152932274691;101;124;1
2-122610798-122611719;169076821074581;254039350729604;213;183;1
6-39791569-39792503;169079167749785;304339543102412;135;0.11;1
8-126536906-126537840;169181441049812;273178845506535;169;141;1
17-35059453-35060100;169185544220935;-287823962553867;189;219;1
13-41423425-41424338;169291876616245;-28380738881447;169;199;1
6-97487399-97488305;169315821157972;-318260562790686;169;196;1
7-139415398-139416360;169354076723294;323032690285406;108;85;1
7-28931124-28932020;169398782875911;-348001971734264;139;167;1
18-57085019-57086119;169414867389211;407508548336417;108;86;1
13-4032258-4033167;169424791310645;302433966615347;135;111;1
8-46697653-46698559;169473447103366;-345208252149729;122;147;1
15-12365836-12366706;169476205021778;267179644489406;169;139;1
2-121509314-121510236;16948992804814;-387371883827858;88;113;1
3-116331562-116332488;169498891038932;294806311889676;108;84;1
3-102012482-102013426;169521264091577;-468603303533528;78;101;1
11-101878518-101879438;169641164538457;354732825815109;122;98;1
2-34671224-34672167;169659482490219;-328590616422583;108;136;1
3-85044928-85045843;169678294026738;292552905814972;149;123;1
18-21940144-21941057;169757677059355;-348867349919002;88;113;1
9-35534799-35535705;169873744096524;330645123278142;122;98;1
X-93286005-93286917;170048717445077;276631542436762;179;0.15;1
14-77157350-77158136;170093011336622;-259263475062815;169;0.2;1
6-25012910-25013821;170112087141699;-384409572666687;84;0.11;1
19-56422459-56423422;170113596794764;279295503347512;115;0.09;1
4-118228797-118229734;170157704745981;-318754458973952;105;132;1
2-68468442-68469347;170237566013783;320706390339155;115;91;1
4-4138349-4139176;170386183940248;-408255601836954;81;105;1
3-89244664-89245415;170411649694659;251293099837858;247;216;1
13-98694594-98695436;170495365726199;-306355600479658;162;191;1
X-169978834-169979710;170511748427068;-3232654241581;91;118;1
9-37568227-37569140;170538225267269;385985125614468;108;87;1
13-95973135-95974047;170592459693862;26389894644248;118;93;1
8-122726648-122727500;170625929679315;310842797576532;135;0.11;1
7-49120987-49121890;170695128741783;-379578148297641;91;117;1
2-93203467-93204390;170719640895252;-367920884402074;95;121;1
13-56221361-56222413;170728481940699;-306615874637491;115;142;1
10-4346497-4347418;170809996918604;311960027773264;155;129;1
14-61599113-61600026;170924025353905;-256494240171137;253;287;1
7-16780837-16781707;171037685286711;-258209515572535;193;226;1
6-92787038-92787961;171157541850806;282893160689503;132;106;1
7-109169231-109170085;17122698126575;-355657671354475;91;117;1
17-43264969-43265853;171391703562238;-297104376778572;118;149;1
13-40372490-40373428;171396346611404;356970421335478;115;92;1
5-125202793-125203727;171419958242294;-361815525184342;128;155;1
7-45304968-45305859;171448132156703;-340529611114387;125;153;1
18-25639216-25640128;171522193261252;365051047919586;108;87;1
9-114797357-114798270;171606003638118;286426588565311;122;97;1
2-181764486-181765300;171606931098997;331713425596328;111;88;1
11-96934705-96935604;17171833992959;-38139744436201;115;141;1
11-50138104-50139002;17177745844118;313130228631048;118;95;1
17-66262513-66263422;171785690752069;367802261361105;111;89;1
10-37275776-37276577;171869766977301;428749642482749;105;84;1
19-32346844-32347685;171893985992149;-289868897356889;142;171;1
1-115127082-115128012;172023988585995;309387482222474;111;88;1
2-122302479-122303357;172039590139394;314208566908072;108;85;1
4-114665362-114666279;172069566740124;-29016805240749;115;144;1
3-153973122-153974047;172163688066309;274249855546739;182;155;1
15-55122665-55123557;172245480977828;326094291838324;122;98;1
1-172405790-172406718;17225832059734;273560242158421;135;109;1
7-112807147-112808021;17236990168712;-390801489615904;105;0.13;1
7-143124010-143124916;172377184731226;-329102499000503;166;194;1
11-113060672-113061616;172481866562192;295339189462908;162;137;1
5-136958956-136959852;172528234347947;26252211019199;196;168;1
13-34046111-34046985;172603035538152;-335997589033746;108;135;1
19-14777003-14777923;172741098053734;392939384088726;101;81;1
5-128809722-128810503;172743800627361;402350747735079;108;87;1
15-73003056-73003988;172851054163894;285994436233029;139;111;1
9-108200858-108201775;172851539275241;-298705341244494;139;168;1
19-54478751-54479673;172923891599243;280472994510679;145;119;1
2-92807119-92808008;172942830926663;-259858772584722;159;188;1
13-115101345-115102292;172963046106837;-437618343629199;111;135;1
3-84412634-84413561;172997247578291;-399654969021495;78;101;1
10-100015462-100016170;173078886966389;288644957376353;203;174;1
2-133554273-133555177;173079280423924;-314677923807644;88;115;1
9-89902479-89903352;173117565122913;-425259939877579;105;128;1
12-91400171-91400906;173247519689055;-281524007066174;122;149;1
7-75360773-75361703;173358371189504;-330519144609938;125;152;1
9-43919852-43920766;173378212316996;-319190657470247;88;114;1
6-21997783-21998709;173382991311375;318959892502955;118;95;1
16-24490552-24491469;173638840728321;312767895732895;118;95;1
2-93089412-93090345;173645658652652;256956316598191;199;0.17;1
10-15759638-15760580;173743438727001;317046684546156;125;101;1
11-42258734-42259638;173769561142411;321958558330865;101;79;1
3-107356843-107357779;173913039505732;-313658598762518;142;0.17;1
17-31216196-31217132;173981826967069;332850581036178;101;79;1
11-76415746-76416624;174092206058289;250392824669315;189;159;1
2-71988309-71989222;174125197831689;-264214474623751;166;197;1
5-146674924-146675776;174201972419656;266828405488484;189;0.16;1
19-44135313-44136250;174221422177134;-287474056745323;172;203;1
4-138692947-138693909;174258173858278;317393995322147;101;79;1
5-124844345-124845280;174274534137639;318836574515687;101;79;1
10-77969378-77970281;174289631778925;-389250907035897;108;133;1
2-167052932-167053799;174333159731041;-449655909291004;84;107;1
8-120513809-120514746;174451204794551;292156560014961;118;94;1
4-117496502-117497398;174477912681618;-272845421141897;155;187;1
16-33963243-33964166;174571599614408;316705038276614;122;98;1
15-25589116-25590016;174584202377866;38755744871731;105;83;1
19-53998376-53999329;174623521265279;287028066239415;203;175;1
3-34330656-34331549;174668037586645;355113475734309;105;83;1
13-26080070-26080992;174765516851935;-341154438113306;122;148;1
8-87663114-87663931;17482377986045;-39963060108691;98;122;1
7-7171056-7171923;174900779554764;253798409885954;0.24;0.21;1
5-66259504-66260414;174940838411374;-321299505720838;115;142;1
5-77245502-77246385;174958718384496;-295733971010947;132;162;1
18-75665941-75666882;175095187332663;-353019567752944;84;109;1
10-117663546-117664382;175110734115721;-359961505785124;139;166;1
14-75877129-75877968;17526331544821;307878323597378;125;101;1
6-27305059-27305980;175276698883818;288555204363351;145;0.12;1
9-116350888-116351803;175398884594791;-364573682295401;95;0.12;1
6-125167026-125167686;175428818030407;25838639889783;166;138;1
X-52373997-52374897;175480425138253;254479698852111;139;112;1
6-6863315-6864198;175480621457654;303933126471814;166;0.14;1
13-98941794-98942714;175525122234057;282063653863089;145;119;1
10-76448569-76449489;175543999456722;-373590142294586;84;109;1
2-136753336-136754284;175565743682468;-294887832416965;142;169;1
14-17983486-17984382;175596157917066;335069257842392;128;104;1
5-121842520-121843405;175637358181745;-260751962301296;169;201;1
15-82206373-82207047;17568355163459;301548911522133;139;113;1
8-109779817-109780524;175690338796595;289089726516571;115;91;1
2-168169925-168170738;175775653255438;-267371988798042;169;197;1
5-114970535-114971459;175792061292831;-250312668407069;159;0.19;1
9-98496896-98497807;175802896408346;-430011716196171;91;115;1
9-121384834-121385752;175822741501055;322974827550429;108;85;1
1-64087987-64088873;175863035265316;284439640214241;155;0.13;1
3-122121826-122122745;175984920987115;-288202139964654;111;141;1
2-32628997-32629908;176045518742116;25288335301228;209;0.18;1
7-30353149-30354060;176154104510173;298286299382863;142;117;1
4-135313279-135314203;176208034416274;324886518504882;118;95;1
2-28369101-28370578;176260730490877;-476221633484013;81;103;1
3-146220538-146221432;176280477383305;-298717361577473;122;151;1
15-59567354-59568364;176339117930336;-337461941176974;98;124;1
7-7209410-7210324;176481637864082;251314824511914;186;156;1
9-66658469-66659442;176525670566051;283935247765522;115;91;1
11-96145386-96146294;17657972815401;-310171228860484;115;143;1
16-37994353-37995302;176633772021703;265310458605694;139;112;1
16-96376157-96377042;176650282293431;318127608528069;105;83;1
5-14040015-14040903;176744783978494;340242835611801;105;83;1
7-145131155-145132058;176752265362554;304323347086301;139;114;1
5-72586992-72587894;176770875622766;366959231545415;108;86;1
12-105935228-105936151;176865498807168;-369621331972532;81;106;1
11-62494693-62495685;17688588601198;310218252983568;111;89;1
11-88552874-88553838;176886506091541;279658206669014;122;97;1
16-16072216-16073099;176916571986671;341858241092924;101;79;1
11-70500115-70501021;176917431781452;-394869072204275;88;112;1
17-26119869-26120789;176951017690689;42736813791975;115;93;1
2-164924195-164925117;176995804572344;299206934653494;128;105;1
2-119970319-119971179;177037779388596;294971058875325;122;97;1
15-25923627-25924535;177059777715364;-383522181016576;111;135;1
4-33839267-33840112;177132023328913;-401042546024829;84;107;1
7-58657892-58658775;177142135630071;-284046379051999;162;191;1
15-82023863-82024788;177187695089485;-265634302516585;142;172;1
6-39263163-39264087;177227981053206;270582733151055;162;137;1
15-85537944-85538845;177250306407497;-326981243496131;135;164;1
13-94868343-94869265;177278835484934;-352412160892029;111;139;1
13-89539195-89540115;177348600618105;-40258088708865;95;119;1
11-78194325-78195280;177467150638574;-338157922111393;128;155;1
11-115182060-115182994;177519386896014;316655330206292;139;113;1
1-187215072-187215985;17752827577462;266274109992091;0.24;212;1
6-128853788-128854726;177542655272245;279526599212906;108;85;1
2-115860206-115861040;177574330030814;295743756081026;162;137;1
6-86584741-86585640;177595981476358;-257149760763001;78;103;1
16-15084610-15085498;177769726898701;-384979539672034;95;119;1
1-78445884-78446801;177781459844402;391339879832735;118;96;1
12-51844647-51845566;178020336416039;-325466447175532;166;194;1
2-49764269-49765172;178052323556309;313552779788994;111;89;1
13-51573534-51574466;178080132716798;-34789854945754;95;121;1
15-78178128-78179043;178146362329878;273647363703522;125;0.1;1
X-50840981-50841818;178163512314524;-39377611442513;84;109;1
5-124089166-124090044;178165436086567;-371821550461159;95;0.12;1
12-110278653-110279459;17818479283727;-354458852502748;98;124;1
15-85991640-85992420;178321667839594;-278549026825547;159;188;1
12-111668130-111669036;178427026823102;258302937915835;0.23;202;1
12-102128593-102129521;178427721331292;255143333084336;169;142;1
9-62510258-62511204;178461318848814;-386905262915843;88;112;1
1-187076312-187077174;178532366720398;-45087751410391;84;106;1
14-66321853-66322773;178555012315595;344578458626764;105;84;1
8-25255846-25256757;178650755179346;-305402791365569;132;161;1
10-128895361-128896092;178656930081323;261614181317877;179;151;1
16-84702882-84703719;178937420170773;286111484434121;149;123;1
4-150048633-150049135;17899911740906;341317012453487;108;86;1
11-67865070-67866011;17902916018235;315388625460309;111;89;1
4-121065174-121066161;179150762926841;-40746219086302;101;124;1
12-100639405-100640343;179255790340776;31418485057264;122;98;1
10-44526679-44527603;179371825951763;-435728745565535;81;103;1
2-31513288-31514220;179468583870296;298244951496919;142;118;1
13-46911587-46912518;179566669782123;347586577802661;111;89;1
7-25197340-25198270;179587335173575;293982975793598;135;111;1
11-59054157-59055089;179664243841659;-281579647626717;152;181;1
10-128176151-128176997;179716503686598;-422213641437924;84;108;1
2-38339014-38339945;179809345402879;-389921790249279;108;133;1
5-149439390-149439975;179830574220014;-311460192593555;135;163;1
18-7297467-7298375;17987574802561;-306996933367619;155;183;1
7-28808664-28809535;179933111812129;-263637612963891;267;291;1
18-76059098-76060053;179981458280149;-326657996584095;125;154;1
8-87938483-87939339;179992227487444;-266473031162218;139;169;1
19-44836213-44837009;180002748076301;309994785945562;125;101;1
8-12385143-12385991;180011224996673;399100717160063;105;85;1
17-35829469-35830395;180139430110231;-309899520869487;142;172;1
8-105225999-105226726;180202764377296;326645532317108;108;86;1
5-28165247-28166166;180256851174474;-280950649704029;98;124;1
9-64084561-64085514;18027458739375;-403286556760082;78;0.1;1
2-181212718-181213534;180339402047406;262698140133265;162;135;1
2-59437916-59438914;180417405184339;289534013411807;155;131;1
6-119352222-119353122;180443795628967;298354903332951;145;0.12;1
6-121271863-121272618;180501033472158;-290223350366115;95;122;1
15-78669077-78669929;180526749466276;-356663132418722;81;106;1
5-35158992-35159972;180536524668539;-257139943095374;159;189;1
3-121568705-121569647;180543708702462;255112302019718;128;102;1
2-31256440-31257268;18062137620802;281515436336214;122;97;1
7-99249259-99250064;180660245840321;271643009717332;132;106;1
2-131954868-131955801;180692909004336;360070549791026;105;84;1
16-91976564-91977472;180713664403961;31394588688978;132;108;1
11-79237297-79238119;180761750409559;277932166097946;145;118;1
5-146237172-146238596;180890236365279;-361163426498336;122;146;1
5-113154853-113155719;181170828965401;311091285654738;135;0.11;1
11-116615950-116616901;181193489382132;-370271824913766;101;127;1
19-25622238-25623166;18122639111362;362333273897454;105;83;1
2-166246216-166247121;181238904877293;-319549555083193;128;155;1
10-20257612-20258522;181256886580763;301460311594655;111;88;1
2-26561410-26562324;181268758387339;28433524095543;128;103;1
17-88388135-88389030;181269587714518;299521318410842;108;85;1
2-91831953-91832882;181281644448918;-309685469961231;142;168;1
3-107035768-107036685;181319886903026;-315103344799441;182;209;1
17-32396089-32397003;181339982154987;250863926444923;162;134;1
4-125962447-125963353;181463229005108;388763279254676;111;0.09;1
1-5588021-5588896;181498618404804;-341238471347162;125;152;1
9-55110206-55111107;181500336366848;-264527405994679;155;187;1
12-111933005-111933922;181535040606655;-392342548419209;88;112;1
19-21472080-21472988;181583937529872;335172020052464;128;106;1
3-79842246-79843141;181608065285049;-256006949998295;145;174;1
1-75442201-75443074;181628829998591;30852334083359;108;86;1
15-78962627-78963528;181670207406482;278294406471378;196;169;1
5-111570560-111571487;181671504847429;-440634724346599;88;111;1
2-30435552-30436446;181879788085818;278913825305479;118;95;1
18-82888523-82889475;181896088385759;305110752145855;145;121;1
7-37770058-37770980;181905082445154;267563970412064;179;149;1
6-38695146-38696054;181946657602626;-419644642278398;78;101;1
X-38179666-38180584;181953539967687;329959352396394;108;86;1
3-96424208-96425164;181970047237389;-250752150132417;182;215;1
1-166154032-166154867;18214092218389;272146541769414;169;144;1
3-54755175-54756012;182190272259815;-28804978403571;145;174;1
1-13426207-13427077;182197890545103;339753181429295;105;83;1
11-50769062-50769959;182220323468121;-394512872145841;81;105;1
5-99859557-99860551;182233573623572;328008052656775;108;86;1
4-104555210-104556119;182287457365709;-373949551584634;78;102;1
7-141432234-141433387;182305080331794;330247060719904;115;93;1
18-35958889-35959755;182496651547062;-289376467261064;128;157;1
14-62170134-62171034;182516602801453;272347807158044;145;119;1
6-129048864-129049729;182556846452024;-336205537541846;105;131;1
19-6389478-6390358;182626209494279;-351216845513766;108;134;1
18-56464650-56465545;18265020272841;363804290976713;101;81;1
3-127779837-127780778;182690999065562;-340162919006673;108;135;1
4-154786960-154787865;182697165591074;34051413357551;115;93;1
15-101845693-101846616;182706715180045;-329125692501411;125;152;1
8-91800924-91801865;182886277952592;317991029189809;189;166;1
17-34671272-34672205;182990709101871;-398846173576263;81;105;1
7-46846698-46847537;183020971058101;31564835208311;108;86;1
11-4972935-4973860;183219376481315;275748362786356;115;91;1
7-66780018-66780931;183308752711908;-356830947224179;84;0.11;1
11-100893201-100894105;183597741404237;-310335402061033;108;135;1
3-68495091-68495841;1837832539026;357865140361338;122;98;1
17-34959091-34960047;183799371332001;-316121459347302;122;148;1
13-74390258-74391130;183994700673164;329378830435953;101;79;1
2-31823906-31824810;184031042133874;398811486116773;101;81;1
11-119190187-119191106;184031470030722;-35115557184579;111;137;1
2-38375601-38376499;184242933301632;-351274925180062;115;142;1
3-45375534-45376438;184353298204111;264610652445;179;152;1
5-113815496-113816425;184477136668907;340169291710193;111;89;1
8-78147123-78147996;184491120280718;290773096682662;142;117;1
1-90972999-90973925;184543605781017;-250374394849561;155;187;1
6-142289186-142290088;184669898629866;-271727513657925;166;192;1
5-140197482-140198380;184716989873951;-408577903333352;78;101;1
10-127893369-127894290;184768492926946;-350382011770476;84;109;1
1-93223697-93224596;184806474947795;-351014248293448;98;123;1
8-117322568-117323422;184876230355262;-327677578079183;105;0.13;1
7-127800173-127801028;184891480542956;-266810859232686;193;221;1
9-121066794-121067730;184906613309663;-332119151027079;142;166;1
4-4842099-4843011;18492698231355;354598655324883;118;96;1
2-138279441-138280300;184945632397297;295587152288641;253;231;1
2-93469863-93470757;184946607274657;-253595003498435;98;125;1
7-109174634-109175560;185015608506671;261949888673188;172;145;1
3-137981085-137981875;185024113924897;-421458962728543;78;101;1
9-115530618-115531532;185070456090725;-387528330744837;78;101;1
2-91114840-91115738;185080777485714;-264062284195283;213;242;1
2-167302420-167303344;185105407009756;398565112528335;108;88;1
11-79919698-79920595;185156918478333;289520637879443;159;133;1
14-72813990-72814888;185185363246219;348320993115268;101;81;1
2-65668113-65669024;185380998588141;-270869438554481;91;117;1
15-38453834-38454551;185487732355544;-374568354143847;81;105;1
11-50406998-50407928;185507991579665;-351910529717189;98;125;1
7-110265540-110266450;185534034436033;354711369024598;118;97;1
14-21995114-21995974;185590815543721;28790609573428;159;134;1
12-112194751-112195669;185610336566094;309733679462204;101;79;1
3-87507947-87508864;185619560843183;-303705310724721;122;151;1
X-38473314-38474268;185623893016868;-33766055832372;142;167;1
11-69150489-69151366;185637540398773;-289628920436088;115;142;1
4-133055926-133056872;18573471778681;-263706045091642;223;255;1
19-47252847-47253780;185914479058948;330114365102875;135;112;1
2-26130820-26131703;185929358747699;343859812279608;108;87;1
16-30969019-30969937;185986366467265;273987266354754;223;196;1
13-3477837-3478715;186007839368483;254338015187;172;145;1
2-35270317-35271250;186014031321898;2862055807327;142;117;1
4-135158426-135159380;186021938712453;28593926241853;122;99;1
5-97295736-97296728;186058754911373;335490131602338;101;0.08;1
7-4939792-4940698;186067837529131;-323212680010644;132;157;1
6-145598898-145599778;18607987866568;-297356710856835;135;164;1
14-57679728-57680652;186273931408273;-360632105725046;84;109;1
4-141957963-141958879;186325133543236;289033536992914;108;86;1
14-47086520-47087353;186340941134545;-273063276900706;108;137;1
5-124963781-124964704;186347102617217;-271946989681827;223;249;1
2-152951153-152952052;18647870352453;293195321780045;149;123;1
15-89523363-89524283;186757150349536;-350278502990907;122;148;1
2-58830169-58831048;186759811166466;265346480008863;125;0.1;1
13-107955105-107956063;186793341638156;295898146741336;159;132;1
2-28294251-28295169;186800644845501;311994863185159;111;0.09;1
7-29288920-29289759;186930881037174;284614102829364;203;175;1
9-116676264-116677176;186952469696543;364789429193843;105;84;1
7-19700770-19701706;186991898550648;-382904631608179;78;101;1
10-120552584-120553449;187002289604497;317693148652138;162;135;1
2-48608944-48609867;187021320393149;28192289646423;149;124;1
9-85156956-85157878;187040446245488;-367478386248993;115;0.14;1
2-144452338-144453242;187061372822162;404606579396915;101;81;1
8-122806776-122807658;18711890394294;-349574655528022;91;116;1
12-71855635-71856543;187139007534926;319203931054192;105;83;1
15-84654028-84654897;187153768024363;-277815331801418;166;197;1
14-66294666-66295620;187180115171993;384609399632914;125;102;1
13-53109315-53110205;187239105618453;262801416786337;203;173;1
17-85873801-85874733;187247052574673;303559621633002;115;91;1
2-38136849-38137760;187247434814026;306214846145936;115;91;1
5-122088674-122089574;187289595126332;263231112711484;142;115;1
6-88724140-88724988;187537552138998;279238898248227;236;211;1
9-31559279-31560156;187550345633756;371686980730741;101;0.08;1
1-157075974-157076794;18757826888146;27738839735051;132;107;1
10-127350336-127351256;187601717279361;-320052698590464;101;127;1
6-85253735-85254676;187674216361167;-362746566469482;111;138;1
1-193698586-193699500;187704959694127;305507426796435;111;89;1
2-29803427-29804101;187857246731432;316694356041841;125;102;1
5-113286486-113287310;18791743961829;-301395596769736;98;124;1
10-75151021-75151926;188021910757578;-302110310331659;91;117;1
8-121092361-121093251;18803907268578;-299098745171351;111;138;1
11-35999643-36000482;188278477380742;269761040335079;105;82;1
9-102505703-102506588;188458470794239;-417754978432039;88;111;1
7-141079379-141080278;188784334893878;-264412327149525;135;164;1
13-99093045-99093952;188928693708392;-347274337169093;105;0.13;1
5-124174880-124175813;189034260904882;-309665875466778;91;117;1
4-131252829-131253730;189052129440478;-373218815139803;98;121;1
1-88707314-88708209;189156989809589;317183644688781;105;83;1
16-43129789-43130623;189203444973867;-363144902334199;78;102;1
2-61815065-61815613;189206850336602;358149454621864;115;94;1
7-140857161-140857925;189258825660232;-264238775334384;213;238;1
6-31218256-31218797;189281804160472;30523131506009;118;96;1
2-35131802-35132690;189300947994523;-265206793339724;243;0.27;1
17-33523642-33524583;189545168315517;-282254447353029;159;186;1
12-84174556-84175295;189694070841593;-354675852210125;81;105;1
15-82340848-82341778;189727008094247;-401448899705508;88;0.11;1
4-89687966-89688905;189873205392111;-338186163416431;115;0.14;1
18-66503687-66504622;189942432157407;311927373975077;118;95;1
8-115214554-115215451;189993624729662;255048212408277;118;94;1
14-70605048-70605954;190182182320518;-393171733429105;84;108;1
5-112484864-112485769;190330100720114;-302047299932402;95;122;1
14-111675636-111676523;190331049072049;250548910623005;172;144;1
10-41479693-41480531;190340705627489;414765197849238;101;82;1
6-30958437-30959380;19038450909383;290312281587417;132;108;1
8-120368620-120369546;190417664926731;270623233583704;189;161;1
1-43139365-43140268;190467153332625;327493247530656;118;96;1
X-104199571-104200391;190530212715482;295801337563766;125;102;1
11-117975813-117976742;190567568593314;273574400091801;155;0.13;1
17-46636810-46637737;190786170833195;279785595962147;132;108;1
17-47834102-47835022;190812485139624;291474165080031;115;93;1
1-158355856-158356752;190819793087968;-288359691306856;179;206;1
18-36025327-36026249;190845679607206;27298614781501;155;131;1
7-4795699-4796625;190863582485547;293777885916299;108;86;1
13-73970592-73971513;191000640507243;255355328090953;149;123;1
4-115983849-115984744;191002884703419;297623475737481;111;89;1
4-148925669-148926859;191158359860527;-340506402154916;91;116;1
14-96517681-96518467;191187261966077;342106810044709;105;84;1
11-98932622-98933728;191268948311316;266513259417141;149;122;1
15-31315382-31316298;191293429253903;387325000478988;105;85;1
13-23585590-23586420;19145953475182;-272976918935828;132;0.16;1
X-7879593-7880500;191512838682497;286771308630979;159;134;1
1-72969057-72969994;191522311428327;26786697862208;125;101;1
10-19869864-19870753;191547735283751;282436350810342;128;105;1
X-50599832-50600660;191564749981346;309394442603876;132;108;1
10-23349806-23350693;191645385888515;255758543218016;139;113;1
4-155468759-155469653;191723561842989;-319752649351202;108;133;1
13-94576353-94577276;191913978028834;-354938065823518;88;113;1
12-55599934-55600797;19197599315493;-264894697326888;101;129;1
11-117284726-117285673;192119507118977;-310829297611339;166;191;1
13-23437713-23438595;192129907886576;-274472342363931;139;166;1
4-149697977-149698918;192132550980455;-325212942827474;115;142;1
13-63082337-63083192;192337314051215;-279191007248257;125;154;1
10-77677365-77678297;192371590941682;270483222626418;122;98;1
2-168683492-168684410;192516834927069;277169114384917;166;139;1
4-116052400-116053126;192543117187825;-340600123756015;78;101;1
15-98639894-98640825;192569759178263;298864321922954;159;133;1
17-35847828-35848758;192605684397187;-305217758632759;95;0.12;1
7-141069894-141070799;192619790321245;313045243719711;159;134;1
14-70241142-70242064;19263169355027;-268827992777437;128;157;1
15-78875846-78876585;192638193507863;-383992340769694;132;156;1
2-29582132-29583046;192671343572883;256852140433061;142;118;1
13-25523783-25524685;19270645218541;273257107287841;115;91;1
3-101966913-101967830;192712380846857;353026795229384;118;97;1
17-74159214-74160125;192727694092757;-37801481758465;81;105;1
5-142879086-142879994;192744199786767;295492340894913;132;108;1
19-16872401-16873348;192978423958457;303077970282644;142;118;1
17-43802530-43803190;193045744162694;-332253274776093;101;127;1
6-91559079-91559987;193046489743918;-330840417332776;101;126;1
18-61534245-61535143;193179316204848;278836708933756;169;145;1
9-62026412-62027304;193184957587872;-27519237017814;169;0.2;1
9-99580363-99581279;193187701951739;252455005888948;149;122;1
8-79209692-79210630;19319618893191;-331564891075412;118;145;1
16-93607455-93608358;193291895617722;-263371396578961;182;211;1
11-74371392-74372315;19337145647343;319800614198853;105;84;1
7-4547163-4547590;193512802810234;269771090739015;176;0.15;1
15-79657547-79658248;193639040724442;281598643930954;118;95;1
19-30516433-30517360;193660429527589;30295541385265;115;93;1
5-43662039-43662919;193772096222179;-294751210126974;139;165;1
4-63215841-63216511;193783708934892;-336140044260517;125;0.15;1
2-132921784-132922672;19388636559375;378120379259517;111;91;1
14-76253527-76254398;193890766889615;320566311900211;115;92;1
5-125134442-125135387;193910434465916;276250405500834;159;134;1
9-56891223-56892117;193921660248158;271309289676298;145;122;1
11-88280194-88281163;194020280737604;32312136556932;105;84;1
7-142341283-142342178;194151804902279;360480902270079;169;147;1
11-121176086-121177001;19423554266299;-297056374035412;88;114;1
9-56622454-56623395;194320407637588;-330702218986014;122;147;1
14-57132881-57133775;194346332504854;314325238490107;122;99;1
1-182081717-182082652;194359858353461;-399687513358524;98;0.12;1
14-34152076-34152957;194416609680624;316716689537455;132;109;1
10-118979095-118980021;194478683198892;-321212006454589;101;127;1
9-56118299-56119193;194530919504636;-330466305316058;125;0.15;1
9-106655794-106656698;194531428407607;-332636064747224;81;104;1
10-15299788-15300675;194538640786885;294674407597858;108;86;1
10-41004067-41004985;194622452566677;-33725959578587;78;0.1;1
11-90697368-90698293;194650845491066;-34272402638785;111;136;1
11-75926573-75927479;194695487794631;-295150846406395;166;192;1
14-52010250-52011170;194770239859077;-39155929691877;91;114;1
4-59870455-59871373;194808596985404;30505707017638;115;92;1
15-87723272-87724172;194913440982017;282826642794957;159;134;1
19-53330135-53330758;194984175383416;-28403219531799;98;124;1
4-139643753-139644666;195225894673053;319058620323056;152;128;1
17-36083083-36083957;195237308025287;264050132912075;128;104;1
15-98893768-98894697;195252803462048;28851690044813;155;131;1
10-82795046-82795979;195276849138968;-320369602765408;111;138;1
14-86748626-86749545;195295652015355;374757175389933;101;81;1
1-180245508-180246436;195296460320076;-371228262099488;95;118;1
2-83714478-83715390;195307801868707;-357824404178077;81;103;1
